post_id;post_txt;post_lable
13997;Life is a story, Make yours the best seller!;b
13998;Life is short. Smile ;p
13999;You are my best reason to lose sleep.;p
14000;I’m the dude with cool attitude!;p
14001;I wish I had Google in my mind ;b
14002;You have TO-GET-HER.;b
14003;If you want to be TOGETHER.  ;p
14004;Your Whatsapp status say’s online;p
14005;… If your online then, why aren’t you ;b
14006;Try to solve your problem yourself… ;p
14007;Don’t Depend on other..!;b
14008;Life begins at the end ;b
14009;of your comfort zone.;b
14010;Stop saying I wish start saying I will.;p
14011;and antivirus in my heart.;p
14012;Every people is a intelligent;n
14013;When he work Hard! Goood feel;p
14014;Please don’t get confused ;p
14015;please smile ..to your life;p
14016;Love yourself love your day love your life.;p
14017;When he work Hard that is great;n
14018;Don’t let a bad day ;p
14019;make u feel u have a bad life.;n
14020;I’ve got nothing to do today ;p
14021;but smile.;b
14022;Life is to short to remove USB slowly.;n
14023;So many assume. So few know.;p
14024;Nobody can teach me who I am.;p
14025;‘Down’, It only means that you ;p
14026;If people are trying to bring you ;p
14027;I got less but I got best!;p
14028;I’m cool but Summer made me hot!;p
14029;I got less but I got best!;n
14030;I am Waiting for GF Message!;p
14031;So many assume. So few know.;p
14032;Stop saying I wish start saying I will;p
14033;It costs $b.bb to be a decent person.;b
14034;With Great power, Comes great ele bill.;b
14035;I’m sorry my fault. I forgot you’re an Idiot.;b
14036;Love yourself love your day love your life.;b
14037;Sugar? No thanks, I am already sweet..;b
14038;My heart is stolen… Can I check your bar..;p
14039;Life is a story, Make yours the best seller!;b
14040;Life is short. Smile ;p
14041;You are my best reason to lose sleep.;p
14042;I’m the dude with cool attitude!;p
14043;I wish I had Google in my mind ;b
14044;You have TO-GET-HER.;b
14045;If you want to be TOGETHER.  ;p
14046;Your Whatsapp status say’s online;p
14047;… If your online then, why aren’t you ;b
14048;Try to solve your problem yourself… ;p
14049;Don’t Depend on other..!;b
14050;Life begins at the end ;b
14051;of your comfort zone.;b
14052;Stop saying I wish start saying I will.;p
14053;and antivirus in my heart.;p
14054;Every people is a intelligent;n
14055;When he work Hard! Goood feel;p
14056;Please don’t get confused ;p
14057;please smile ..to your life;p
14058;Love yourself love your day love your life.;p
14059;When he work Hard that is great;n
14060;Don’t let a bad day ;p
14061;make u feel u have a bad life.;n
14062;I’ve got nothing to do today ;p
14063;but smile.;b
14064;Life is to short to remove USB slowly.;n
14065;So many assume. So few know.;p
14066;Nobody can teach me who I am.;p
14067;‘Down’, It only means that you ;p
14068;If people are trying to bring you ;p
14069;I got less but I got best!;p
14070;I’m cool but Summer made me hot!;p
14071;I got less but I got best!;n
14072;I am Waiting for GF Message!;p
14073;So many assume. So few know.;p
14074;Stop saying I wish start saying I will;p
14075;It costs $b.bb to be a decent person.;b
14076;With Great power, Comes great ele bill.;b
14077;I’m sorry my fault. I forgot you’re an Idiot.;b
14078;Love yourself love your day love your life.;b
14079;Sugar? No thanks, I am already sweet..;b
14080;My heart is stolen… Can I check your bar..;p
14081;Life is a story, Make yours the best seller!;b
14082;Life is short. Smile ;p
14083;You are my best reason to lose sleep.;p
14084;I’m the dude with cool attitude!;p
14085;I wish I had Google in my mind ;b
14086;You have TO-GET-HER.;b
14087;If you want to be TOGETHER.  ;p
14088;Your Whatsapp status say’s online;p
14089;… If your online then, why aren’t you ;b
14090;Try to solve your problem yourself… ;p
14091;Don’t Depend on other..!;b
14092;Life begins at the end ;b
14093;of your comfort zone.;b
14094;Stop saying I wish start saying I will.;p
14095;and antivirus in my heart.;p
14096;Every people is a intelligent;n
14097;When he work Hard! Goood feel;p
14098;Please don’t get confused ;p
14099;please smile ..to your life;p
14100;Love yourself love your day love your life.;p
14101;When he work Hard that is great;n
14102;Don’t let a bad day ;p
14103;make u feel u have a bad life.;n
14104;I’ve got nothing to do today ;p
14105;but smile.;b
14106;Life is to short to remove USB slowly.;n
14107;So many assume. So few know.;p
14108;Nobody can teach me who I am.;p
14109;‘Down’, It only means that you ;p
14110;If people are trying to bring you ;p
14111;I got less but I got best!;p
14112;I’m cool but Summer made me hot!;p
14113;I got less but I got best!;n
14114;I am Waiting for GF Message!;p
14115;So many assume. So few know.;p
14116;Stop saying I wish start saying I will;p
14117;It costs $b.bb to be a decent person.;b
14118;With Great power, Comes great ele bill.;b
14119;I’m sorry my fault. I forgot you’re an Idiot.;b
14120;Love yourself love your day love your life.;b
14121;Sugar? No thanks, I am already sweet..;b
14122;My heart is stolen… Can I check your bar..;p
14123;Life is a story, Make yours the best seller!;b
14124;Life is short. Smile ;p
14125;You are my best reason to lose sleep.;p
14126;I’m the dude with cool attitude!;p
14127;I wish I had Google in my mind ;b
14128;You have TO-GET-HER.;b
14129;If you want to be TOGETHER.  ;p
14130;Your Whatsapp status say’s online;p
14131;… If your online then, why aren’t you ;b
14132;Try to solve your problem yourself… ;p
14133;Don’t Depend on other..!;b
14134;Life begins at the end ;b
14135;of your comfort zone.;b
14136;Stop saying I wish start saying I will.;p
14137;and antivirus in my heart.;p
14138;Every people is a intelligent;n
14139;When he work Hard! Goood feel;p
14140;Please don’t get confused ;p
14141;please smile ..to your life;p
14142;Love yourself love your day love your life.;p
14143;When he work Hard that is great;n
14144;Don’t let a bad day ;p
14145;make u feel u have a bad life.;n
14146;I’ve got nothing to do today ;p
14147;but smile.;b
14148;Life is to short to remove USB slowly.;n
14149;So many assume. So few know.;p
14150;Nobody can teach me who I am.;p
14151;‘Down’, It only means that you ;p
14152;If people are trying to bring you ;p
14153;I got less but I got best!;p
14154;I’m cool but Summer made me hot!;p
14155;I got less but I got best!;n
14156;I am Waiting for GF Message!;p
14157;So many assume. So few know.;p
14158;Stop saying I wish start saying I will;p
14159;It costs $b.bb to be a decent person.;b
14160;With Great power, Comes great ele bill.;b
14161;I’m sorry my fault. I forgot you’re an Idiot.;b
14162;Love yourself love your day love your life.;b
14163;Sugar? No thanks, I am already sweet..;b
14164;My heart is stolen… Can I check your bar..;p
14165;Life is a story, Make yours the best seller!;b
14166;Life is short. Smile ;p
14167;You are my best reason to lose sleep.;p
14168;I’m the dude with cool attitude!;p
14169;I wish I had Google in my mind ;b
14170;You have TO-GET-HER.;b
14171;If you want to be TOGETHER.  ;p
14172;Your Whatsapp status say’s online;p
14173;… If your online then, why aren’t you ;b
14174;Try to solve your problem yourself… ;p
14175;Don’t Depend on other..!;b
14176;Life begins at the end ;b
14177;of your comfort zone.;b
14178;Stop saying I wish start saying I will.;p
14179;and antivirus in my heart.;p
14180;Every people is a intelligent;n
14181;When he work Hard! Goood feel;p
14182;Please don’t get confused ;p
14183;please smile ..to your life;p
14184;Love yourself love your day love your life.;p
14185;When he work Hard that is great;n
14186;Don’t let a bad day ;p
14187;make u feel u have a bad life.;n
14188;I’ve got nothing to do today ;p
14189;but smile.;b
14190;Life is to short to remove USB slowly.;n
14191;So many assume. So few know.;p
14192;Nobody can teach me who I am.;p
14193;‘Down’, It only means that you ;p
14194;If people are trying to bring you ;p
14195;I got less but I got best!;p
14196;I’m cool but Summer made me hot!;p
14197;I got less but I got best!;n
14198;I am Waiting for GF Message!;p
14199;So many assume. So few know.;p
14200;Stop saying I wish start saying I will;p
14201;It costs $b.bb to be a decent person.;b
14202;With Great power, Comes great ele bill.;b
14203;I’m sorry my fault. I forgot you’re an Idiot.;b
14204;Love yourself love your day love your life.;b
14205;Sugar? No thanks, I am already sweet..;b
14206;My heart is stolen… Can I check your bar..;p
14207;Life is a story, Make yours the best seller!;b
14208;Life is short. Smile ;p
14209;You are my best reason to lose sleep.;p
14210;I’m the dude with cool attitude!;p
14211;I wish I had Google in my mind ;b
14212;You have TO-GET-HER.;b
14213;If you want to be TOGETHER.  ;p
14214;Your Whatsapp status say’s online;p
14215;… If your online then, why aren’t you ;b
14216;Try to solve your problem yourself… ;p
14217;Don’t Depend on other..!;b
14218;Life begins at the end ;b
14219;of your comfort zone.;b
14220;Stop saying I wish start saying I will.;p
14221;and antivirus in my heart.;p
14222;Every people is a intelligent;n
14223;When he work Hard! Goood feel;p
14224;Please don’t get confused ;p
14225;please smile ..to your life;p
14226;Love yourself love your day love your life.;p
14227;When he work Hard that is great;n
14228;Don’t let a bad day ;p
14229;make u feel u have a bad life.;n
14230;I’ve got nothing to do today ;p
14231;but smile.;b
14232;Life is to short to remove USB slowly.;n
14233;So many assume. So few know.;p
14234;Nobody can teach me who I am.;p
14235;‘Down’, It only means that you ;p
14236;If people are trying to bring you ;p
14237;I got less but I got best!;p
14238;I’m cool but Summer made me hot!;p
14239;I got less but I got best!;n
14240;I am Waiting for GF Message!;p
14241;So many assume. So few know.;p
14242;Stop saying I wish start saying I will;p
14243;It costs $b.bb to be a decent person.;b
14244;With Great power, Comes great ele bill.;b
14245;I’m sorry my fault. I forgot you’re an Idiot.;b
14246;Love yourself love your day love your life.;b
14247;Sugar? No thanks, I am already sweet..;b
14248;My heart is stolen… Can I check your bar..;p
14249;Life is a story, Make yours the best seller!;b
14250;Life is short. Smile ;p
14251;You are my best reason to lose sleep.;p
14252;I’m the dude with cool attitude!;p
14253;I wish I had Google in my mind ;b
14254;You have TO-GET-HER.;b
14255;If you want to be TOGETHER.  ;p
14256;Your Whatsapp status say’s online;p
14257;… If your online then, why aren’t you ;b
14258;Try to solve your problem yourself… ;p
14259;Don’t Depend on other..!;b
14260;Life begins at the end ;b
14261;of your comfort zone.;b
14262;Stop saying I wish start saying I will.;p
14263;and antivirus in my heart.;p
14264;Every people is a intelligent;n
14265;When he work Hard! Goood feel;p
14266;Please don’t get confused ;p
14267;please smile ..to your life;p
14268;Love yourself love your day love your life.;p
14269;When he work Hard that is great;n
14270;Don’t let a bad day ;p
14271;make u feel u have a bad life.;n
14272;I’ve got nothing to do today ;p
14273;but smile.;b
14274;Life is to short to remove USB slowly.;n
14275;So many assume. So few know.;p
14276;Nobody can teach me who I am.;p
14277;‘Down’, It only means that you ;p
14278;If people are trying to bring you ;p
14279;I got less but I got best!;p
14280;I’m cool but Summer made me hot!;p
14281;I got less but I got best!;n
14282;I am Waiting for GF Message!;p
14283;So many assume. So few know.;p
14284;Stop saying I wish start saying I will;p
14285;It costs $b.bb to be a decent person.;b
14286;With Great power, Comes great ele bill.;b
14287;I’m sorry my fault. I forgot you’re an Idiot.;b
14288;Love yourself love your day love your life.;b
14289;Sugar? No thanks, I am already sweet..;b
14290;My heart is stolen… Can I check your bar..;p
14291;Life is a story, Make yours the best seller!;b
14292;Life is short. Smile ;p
14293;You are my best reason to lose sleep.;p
14294;I’m the dude with cool attitude!;p
14295;I wish I had Google in my mind ;b
14296;You have TO-GET-HER.;b
14297;If you want to be TOGETHER.  ;p
14298;Your Whatsapp status say’s online;p
14299;… If your online then, why aren’t you ;b
14300;Try to solve your problem yourself… ;p
14301;Don’t Depend on other..!;b
14302;Life begins at the end ;b
14303;of your comfort zone.;b
14304;Stop saying I wish start saying I will.;p
14305;and antivirus in my heart.;p
14306;Every people is a intelligent;n
14307;When he work Hard! Goood feel;p
14308;Please don’t get confused ;p
14309;please smile ..to your life;p
14310;Love yourself love your day love your life.;p
14311;When he work Hard that is great;n
14312;Don’t let a bad day ;p
14313;make u feel u have a bad life.;n
14314;I’ve got nothing to do today ;p
14315;but smile.;b
14316;Life is to short to remove USB slowly.;n
14317;So many assume. So few know.;p
14318;Nobody can teach me who I am.;p
14319;‘Down’, It only means that you ;p
14320;If people are trying to bring you ;p
14321;I got less but I got best!;p
14322;I’m cool but Summer made me hot!;p
14323;I got less but I got best!;n
14324;I am Waiting for GF Message!;p
14325;So many assume. So few know.;p
14326;Stop saying I wish start saying I will;p
14327;It costs $b.bb to be a decent person.;b
14328;With Great power, Comes great ele bill.;b
14329;I’m sorry my fault. I forgot you’re an Idiot.;b
14330;Love yourself love your day love your life.;b
14331;Sugar? No thanks, I am already sweet..;b
14332;My heart is stolen… Can I check your bar..;p
14333;Life is a story, Make yours the best seller!;b
14334;Life is short. Smile ;p
14335;You are my best reason to lose sleep.;p
14336;I’m the dude with cool attitude!;p
14337;I wish I had Google in my mind ;b
14338;You have TO-GET-HER.;b
14339;If you want to be TOGETHER.  ;p
14340;Your Whatsapp status say’s online;p
14341;… If your online then, why aren’t you ;b
14342;Try to solve your problem yourself… ;p
14343;Don’t Depend on other..!;b
14344;Life begins at the end ;b
14345;of your comfort zone.;b
14346;Stop saying I wish start saying I will.;p
14347;and antivirus in my heart.;p
14348;Every people is a intelligent;n
14349;When he work Hard! Goood feel;p
14350;Please don’t get confused ;p
14351;please smile ..to your life;p
14352;Love yourself love your day love your life.;p
14353;When he work Hard that is great;n
14354;Don’t let a bad day ;p
14355;make u feel u have a bad life.;n
14356;I’ve got nothing to do today ;p
14357;but smile.;b
14358;Life is to short to remove USB slowly.;n
14359;So many assume. So few know.;p
14360;Nobody can teach me who I am.;p
14361;‘Down’, It only means that you ;p
14362;If people are trying to bring you ;p
14363;I got less but I got best!;p
14364;I’m cool but Summer made me hot!;p
14365;I got less but I got best!;n
14366;I am Waiting for GF Message!;p
14367;So many assume. So few know.;p
14368;Stop saying I wish start saying I will;p
14369;It costs $b.bb to be a decent person.;b
14370;With Great power, Comes great ele bill.;b
14371;I’m sorry my fault. I forgot you’re an Idiot.;b
14372;Love yourself love your day love your life.;b
14373;Sugar? No thanks, I am already sweet..;b
14374;My heart is stolen… Can I check your bar..;p
14375;Life is a story, Make yours the best seller!;b
14376;Life is short. Smile ;p
14377;You are my best reason to lose sleep.;p
14378;I’m the dude with cool attitude!;p
14379;I wish I had Google in my mind ;b
14380;You have TO-GET-HER.;b
14381;If you want to be TOGETHER.  ;p
14382;Your Whatsapp status say’s online;p
14383;… If your online then, why aren’t you ;b
14384;Try to solve your problem yourself… ;p
14385;Don’t Depend on other..!;b
14386;Life begins at the end ;b
14387;of your comfort zone.;b
14388;Stop saying I wish start saying I will.;p
14389;and antivirus in my heart.;p
14390;Every people is a intelligent;n
14391;When he work Hard! Goood feel;p
14392;Please don’t get confused ;p
14393;please smile ..to your life;p
14394;Love yourself love your day love your life.;p
14395;When he work Hard that is great;n
14396;Don’t let a bad day ;p
14397;make u feel u have a bad life.;n
14398;I’ve got nothing to do today ;p
14399;but smile.;b
14400;Life is to short to remove USB slowly.;n
14401;So many assume. So few know.;p
14402;Nobody can teach me who I am.;p
14403;‘Down’, It only means that you ;p
14404;If people are trying to bring you ;p
14405;I got less but I got best!;p
14406;I’m cool but Summer made me hot!;p
14407;I got less but I got best!;n
14408;I am Waiting for GF Message!;p
14409;So many assume. So few know.;p
14410;Stop saying I wish start saying I will;p
14411;It costs $b.bb to be a decent person.;b
14412;With Great power, Comes great ele bill.;b
14413;I’m sorry my fault. I forgot you’re an Idiot.;b
14414;Love yourself love your day love your life.;b
14415;Sugar? No thanks, I am already sweet..;b
14416;My heart is stolen… Can I check your bar..;p
14417;Life is a story, Make yours the best seller!;b
14418;Life is short. Smile ;p
14419;You are my best reason to lose sleep.;p
14420;I’m the dude with cool attitude!;p
14421;I wish I had Google in my mind ;b
14422;You have TO-GET-HER.;b
14423;If you want to be TOGETHER.  ;p
14424;Your Whatsapp status say’s online;p
14425;… If your online then, why aren’t you ;b
14426;Try to solve your problem yourself… ;p
14427;Don’t Depend on other..!;b
14428;Life begins at the end ;b
14429;of your comfort zone.;b
14430;Stop saying I wish start saying I will.;p
14431;and antivirus in my heart.;p
14432;Every people is a intelligent;n
14433;When he work Hard! Goood feel;p
14434;Please don’t get confused ;p
14435;please smile ..to your life;p
14436;Love yourself love your day love your life.;p
14437;When he work Hard that is great;n
14438;Don’t let a bad day ;p
14439;make u feel u have a bad life.;n
14440;I’ve got nothing to do today ;p
14441;but smile.;b
14442;Life is to short to remove USB slowly.;n
14443;So many assume. So few know.;p
14444;Nobody can teach me who I am.;p
14445;‘Down’, It only means that you ;p
14446;If people are trying to bring you ;p
14447;I got less but I got best!;p
14448;I’m cool but Summer made me hot!;p
14449;I got less but I got best!;n
14450;I am Waiting for GF Message!;p
14451;So many assume. So few know.;p
14452;Stop saying I wish start saying I will;p
14453;It costs $b.bb to be a decent person.;b
14454;With Great power, Comes great ele bill.;b
14455;I’m sorry my fault. I forgot you’re an Idiot.;b
14456;Love yourself love your day love your life.;b
14457;Sugar? No thanks, I am already sweet..;b
14458;My heart is stolen… Can I check your bar..;p
14459;Life is a story, Make yours the best seller!;b
14460;Life is short. Smile ;p
14461;You are my best reason to lose sleep.;p
14462;I’m the dude with cool attitude!;p
14463;I wish I had Google in my mind ;b
14464;You have TO-GET-HER.;b
14465;If you want to be TOGETHER.  ;p
14466;Your Whatsapp status say’s online;p
14467;… If your online then, why aren’t you ;b
14468;Try to solve your problem yourself… ;p
14469;Don’t Depend on other..!;b
14470;Life begins at the end ;b
14471;of your comfort zone.;b
14472;Stop saying I wish start saying I will.;p
14473;and antivirus in my heart.;p
14474;Every people is a intelligent;n
14475;When he work Hard! Goood feel;p
14476;Please don’t get confused ;p
14477;please smile ..to your life;p
14478;Love yourself love your day love your life.;p
14479;When he work Hard that is great;n
14480;Don’t let a bad day ;p
14481;make u feel u have a bad life.;n
14482;I’ve got nothing to do today ;p
14483;but smile.;b
14484;Life is to short to remove USB slowly.;n
14485;So many assume. So few know.;p
14486;Nobody can teach me who I am.;p
14487;‘Down’, It only means that you ;p
14488;If people are trying to bring you ;p
14489;I got less but I got best!;p
14490;I’m cool but Summer made me hot!;p
14491;I got less but I got best!;n
14492;I am Waiting for GF Message!;p
14493;So many assume. So few know.;p
14494;Stop saying I wish start saying I will;p
14495;It costs $b.bb to be a decent person.;b
14496;With Great power, Comes great ele bill.;b
14497;I’m sorry my fault. I forgot you’re an Idiot.;b
14498;Love yourself love your day love your life.;b
14499;Sugar? No thanks, I am already sweet..;b
14500;My heart is stolen… Can I check your bar..;p
14501;Life is a story, Make yours the best seller!;b
14502;Life is short. Smile ;p
14503;You are my best reason to lose sleep.;p
14504;I’m the dude with cool attitude!;p
14505;I wish I had Google in my mind ;b
14506;You have TO-GET-HER.;b
14507;If you want to be TOGETHER.  ;p
14508;Your Whatsapp status say’s online;p
14509;… If your online then, why aren’t you ;b
14510;Try to solve your problem yourself… ;p
14511;Don’t Depend on other..!;b
14512;Life begins at the end ;b
14513;of your comfort zone.;b
14514;Stop saying I wish start saying I will.;p
14515;and antivirus in my heart.;p
14516;Every people is a intelligent;n
14517;When he work Hard! Goood feel;p
14518;Please don’t get confused ;p
14519;please smile ..to your life;p
14520;Love yourself love your day love your life.;p
14521;When he work Hard that is great;n
14522;Don’t let a bad day ;p
14523;make u feel u have a bad life.;n
14524;I’ve got nothing to do today ;p
14525;but smile.;b
14526;Life is to short to remove USB slowly.;n
14527;So many assume. So few know.;p
14528;Nobody can teach me who I am.;p
14529;‘Down’, It only means that you ;p
14530;If people are trying to bring you ;p
14531;I got less but I got best!;p
14532;I’m cool but Summer made me hot!;p
14533;I got less but I got best!;n
14534;I am Waiting for GF Message!;p
14535;So many assume. So few know.;p
14536;Stop saying I wish start saying I will;p
14537;It costs $b.bb to be a decent person.;b
14538;With Great power, Comes great ele bill.;b
14539;I’m sorry my fault. I forgot you’re an Idiot.;b
14540;Love yourself love your day love your life.;b
14541;Sugar? No thanks, I am already sweet..;b
14542;My heart is stolen… Can I check your bar..;p
14543;Life is a story, Make yours the best seller!;b
14544;Life is short. Smile ;p
14545;You are my best reason to lose sleep.;p
14546;I’m the dude with cool attitude!;p
14547;I wish I had Google in my mind ;b
14548;You have TO-GET-HER.;b
14549;If you want to be TOGETHER.  ;p
14550;Your Whatsapp status say’s online;p
14551;… If your online then, why aren’t you ;b
14552;Try to solve your problem yourself… ;p
14553;Don’t Depend on other..!;b
14554;Life begins at the end ;b
14555;of your comfort zone.;b
14556;Stop saying I wish start saying I will.;p
14557;and antivirus in my heart.;p
14558;Every people is a intelligent;n
14559;When he work Hard! Goood feel;p
14560;Please don’t get confused ;p
14561;please smile ..to your life;p
14562;Love yourself love your day love your life.;p
14563;When he work Hard that is great;n
14564;Don’t let a bad day ;p
14565;make u feel u have a bad life.;n
14566;I’ve got nothing to do today ;p
14567;but smile.;b
14568;Life is to short to remove USB slowly.;n
14569;So many assume. So few know.;p
14570;Nobody can teach me who I am.;p
14571;‘Down’, It only means that you ;p
14572;If people are trying to bring you ;p
14573;I got less but I got best!;p
14574;I’m cool but Summer made me hot!;p
14575;I got less but I got best!;n
14576;I am Waiting for GF Message!;p
14577;So many assume. So few know.;p
14578;Stop saying I wish start saying I will;p
14579;It costs $b.bb to be a decent person.;b
14580;With Great power, Comes great ele bill.;b
14581;I’m sorry my fault. I forgot you’re an Idiot.;b
14582;Love yourself love your day love your life.;b
14583;Sugar? No thanks, I am already sweet..;b
14584;My heart is stolen… Can I check your bar..;p
14585;Life is a story, Make yours the best seller!;b
14586;Life is short. Smile ;p
14587;You are my best reason to lose sleep.;p
14588;I’m the dude with cool attitude!;p
14589;I wish I had Google in my mind ;b
14590;You have TO-GET-HER.;b
14591;If you want to be TOGETHER.  ;p
14592;Your Whatsapp status say’s online;p
14593;… If your online then, why aren’t you ;b
14594;Try to solve your problem yourself… ;p
14595;Don’t Depend on other..!;b
14596;Life begins at the end ;b
14597;of your comfort zone.;b
14598;Stop saying I wish start saying I will.;p
14599;and antivirus in my heart.;p
14600;Every people is a intelligent;n
14601;When he work Hard! Goood feel;p
14602;Please don’t get confused ;p
14603;please smile ..to your life;p
14604;Love yourself love your day love your life.;p
14605;When he work Hard that is great;n
14606;Don’t let a bad day ;p
14607;make u feel u have a bad life.;n
14608;I’ve got nothing to do today ;p
14609;but smile.;b
14610;Life is to short to remove USB slowly.;n
14611;So many assume. So few know.;p
14612;Nobody can teach me who I am.;p
14613;‘Down’, It only means that you ;p
14614;If people are trying to bring you ;p
14615;I got less but I got best!;p
14616;I’m cool but Summer made me hot!;p
14617;I got less but I got best!;n
14618;I am Waiting for GF Message!;p
14619;So many assume. So few know.;p
14620;Stop saying I wish start saying I will;p
14621;It costs $b.bb to be a decent person.;b
14622;With Great power, Comes great ele bill.;b
14623;I’m sorry my fault. I forgot you’re an Idiot.;b
14624;Love yourself love your day love your life.;b
14625;Sugar? No thanks, I am already sweet..;b
14626;My heart is stolen… Can I check your bar..;p
14627;Life is a story, Make yours the best seller!;b
14628;Life is short. Smile ;p
14629;You are my best reason to lose sleep.;p
14630;I’m the dude with cool attitude!;p
14631;I wish I had Google in my mind ;b
14632;You have TO-GET-HER.;b
14633;If you want to be TOGETHER.  ;p
14634;Your Whatsapp status say’s online;p
14635;… If your online then, why aren’t you ;b
14636;Try to solve your problem yourself… ;p
14637;Don’t Depend on other..!;b
14638;Life begins at the end ;b
14639;of your comfort zone.;b
14640;Stop saying I wish start saying I will.;p
14641;and antivirus in my heart.;p
14642;Every people is a intelligent;n
14643;When he work Hard! Goood feel;p
14644;Please don’t get confused ;p
14645;please smile ..to your life;p
14646;Love yourself love your day love your life.;p
14647;When he work Hard that is great;n
14648;Don’t let a bad day ;p
14649;make u feel u have a bad life.;n
14650;I’ve got nothing to do today ;p
14651;but smile.;b
14652;Life is to short to remove USB slowly.;n
14653;So many assume. So few know.;p
14654;Nobody can teach me who I am.;p
14655;‘Down’, It only means that you ;p
14656;If people are trying to bring you ;p
14657;I got less but I got best!;p
14658;I’m cool but Summer made me hot!;p
14659;I got less but I got best!;n
14660;I am Waiting for GF Message!;p
14661;So many assume. So few know.;p
14662;Stop saying I wish start saying I will;p
14663;It costs $b.bb to be a decent person.;b
14664;With Great power, Comes great ele bill.;b
14665;I’m sorry my fault. I forgot you’re an Idiot.;b
14666;Love yourself love your day love your life.;b
14667;Sugar? No thanks, I am already sweet..;b
14668;My heart is stolen… Can I check your bar..;p
14669;Life is a story, Make yours the best seller!;b
14670;Life is short. Smile ;p
14671;You are my best reason to lose sleep.;p
14672;I’m the dude with cool attitude!;p
14673;I wish I had Google in my mind ;b
14674;You have TO-GET-HER.;b
14675;If you want to be TOGETHER.  ;p
14676;Your Whatsapp status say’s online;p
14677;… If your online then, why aren’t you ;b
14678;Try to solve your problem yourself… ;p
14679;Don’t Depend on other..!;b
14680;Life begins at the end ;b
14681;of your comfort zone.;b
14682;Stop saying I wish start saying I will.;p
14683;and antivirus in my heart.;p
14684;Every people is a intelligent;n
14685;When he work Hard! Goood feel;p
14686;Please don’t get confused ;p
14687;please smile ..to your life;p
14688;Love yourself love your day love your life.;p
14689;When he work Hard that is great;n
14690;Don’t let a bad day ;p
14691;make u feel u have a bad life.;n
14692;I’ve got nothing to do today ;p
14693;but smile.;b
14694;Life is to short to remove USB slowly.;n
14695;So many assume. So few know.;p
14696;Nobody can teach me who I am.;p
14697;‘Down’, It only means that you ;p
14698;If people are trying to bring you ;p
14699;I got less but I got best!;p
14700;I’m cool but Summer made me hot!;p
14701;I got less but I got best!;n
14702;I am Waiting for GF Message!;p
14703;So many assume. So few know.;p
14704;Stop saying I wish start saying I will;p
14705;It costs $b.bb to be a decent person.;b
14706;With Great power, Comes great ele bill.;b
14707;I’m sorry my fault. I forgot you’re an Idiot.;b
14708;Love yourself love your day love your life.;b
14709;Sugar? No thanks, I am already sweet..;b
14710;My heart is stolen… Can I check your bar..;p
14711;Life is a story, Make yours the best seller!;b
14712;Life is short. Smile ;p
14713;You are my best reason to lose sleep.;p
14714;I’m the dude with cool attitude!;p
14715;I wish I had Google in my mind ;b
14716;You have TO-GET-HER.;b
14717;If you want to be TOGETHER.  ;p
14718;Your Whatsapp status say’s online;p
14719;… If your online then, why aren’t you ;b
14720;Try to solve your problem yourself… ;p
14721;Don’t Depend on other..!;b
14722;Life begins at the end ;b
14723;of your comfort zone.;b
14724;Stop saying I wish start saying I will.;p
14725;and antivirus in my heart.;p
14726;Every people is a intelligent;n
14727;When he work Hard! Goood feel;p
14728;Please don’t get confused ;p
14729;please smile ..to your life;p
14730;Love yourself love your day love your life.;p
14731;When he work Hard that is great;n
14732;Don’t let a bad day ;p
14733;make u feel u have a bad life.;n
14734;I’ve got nothing to do today ;p
14735;but smile.;b
14736;Life is to short to remove USB slowly.;n
14737;So many assume. So few know.;p
14738;Nobody can teach me who I am.;p
14739;‘Down’, It only means that you ;p
14740;If people are trying to bring you ;p
14741;I got less but I got best!;p
14742;I’m cool but Summer made me hot!;p
14743;I got less but I got best!;n
14744;I am Waiting for GF Message!;p
14745;So many assume. So few know.;p
14746;Stop saying I wish start saying I will;p
14747;It costs $b.bb to be a decent person.;b
14748;With Great power, Comes great ele bill.;b
14749;I’m sorry my fault. I forgot you’re an Idiot.;b
14750;Love yourself love your day love your life.;b
14751;Sugar? No thanks, I am already sweet..;b
14752;My heart is stolen… Can I check your bar..;p
14753;Life is a story, Make yours the best seller!;b
14754;Life is short. Smile ;p
14755;You are my best reason to lose sleep.;p
14756;I’m the dude with cool attitude!;p
14757;I wish I had Google in my mind ;b
14758;You have TO-GET-HER.;b
14759;If you want to be TOGETHER.  ;p
14760;Your Whatsapp status say’s online;p
14761;… If your online then, why aren’t you ;b
14762;Try to solve your problem yourself… ;p
14763;Don’t Depend on other..!;b
14764;Life begins at the end ;b
14765;of your comfort zone.;b
14766;Stop saying I wish start saying I will.;p
14767;and antivirus in my heart.;p
14768;Every people is a intelligent;n
14769;When he work Hard! Goood feel;p
14770;Please don’t get confused ;p
14771;please smile ..to your life;p
14772;Love yourself love your day love your life.;p
14773;When he work Hard that is great;n
14774;Don’t let a bad day ;p
14775;make u feel u have a bad life.;n
14776;I’ve got nothing to do today ;p
14777;but smile.;b
14778;Life is to short to remove USB slowly.;n
14779;So many assume. So few know.;p
14780;Nobody can teach me who I am.;p
14781;‘Down’, It only means that you ;p
14782;If people are trying to bring you ;p
14783;I got less but I got best!;p
14784;I’m cool but Summer made me hot!;p
14785;I got less but I got best!;n
14786;I am Waiting for GF Message!;p
14787;So many assume. So few know.;p
14788;Stop saying I wish start saying I will;p
